code,code,name,network,elevation_m,site_property,GEO_ID,STATE,NAME,LSAD,CENSUSAREA,geometry,x,y,depth,anomoly
1052_CA_SNTL,1052_CA_SNTL,Summit Meadow,SNOTEL,2838.602294921875,"{'county': 'Alpine', 'state': 'California', 'site_comments': 'beginDate=10/1/2003 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160503020203|HUD=16050302|TimeZone=-8.0|actonId=19L42S|shefId=SDWC1|stationTriplet=1052:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US06,06,California,,155779.22,POINT (-119.53521728515625 38.39746856689453),-119.53521728515625,38.39746856689453,31.0,-2.6842105263157876
809_CA_SNTL,809_CA_SNTL,Tahoe City Cross,SNOTEL,2071.7255859375,"{'county': 'Placer', 'state': 'California', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501010101|HUD=16050101|TimeZone=-8.0|actonId=20K27S|shefId=THOC1|stationTriplet=809:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US06,06,California,,155779.22,POINT (-120.15361785888672 39.1716194152832),-120.15361785888672,39.1716194152832,0.0,-10.684210526315791
834_CA_SNTL,834_CA_SNTL,Truckee #2,SNOTEL,1983.9432373046875,"{'county': 'Placer', 'state': 'California', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501020204|HUD=16050102|TimeZone=-8.0|actonId=20K13S|shefId=TRUC1|stationTriplet=834:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US06,06,California,,155779.22,POINT (-120.18406677246094 39.30086898803711),-120.18406677246094,39.30086898803711,19.0,-7.149999999999999
846_CA_SNTL,846_CA_SNTL,Virginia Lakes Ridge,SNOTEL,2878.8359375,"{'county': 'Mono', 'state': 'California', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160503010103|HUD=16050301|TimeZone=-8.0|actonId=19L13S|shefId=VGAC1|stationTriplet=846:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US06,06,California,,155779.22,POINT (-119.23432922363281 38.07297897338867),-119.23432922363281,38.07297897338867,22.0,-8.095238095238095
848_CA_SNTL,848_CA_SNTL,Ward Creek #3,SNOTEL,2055.8759765625,"{'county': 'Placer', 'state': 'California', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501010403|HUD=16050101|TimeZone=-8.0|actonId=20K25S|shefId=WRDC1|stationTriplet=848:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US06,06,California,,155779.22,POINT (-120.2186508178711 39.13544845581055),-120.2186508178711,39.13544845581055,42.0,-4.05263157894737
907_UT_SNTL,907_UT_SNTL,Agua Canyon,SNOTEL,2712.719970703125,"{'county': 'Kane', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1994 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020301|HUD=16030002|TimeZone=-8.0|actonId=12M26S|shefId=AGUU1|stationTriplet=907:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-112.27117919921875 37.52217102050781),-112.27117919921875,37.52217102050781,0.0,-7.0
330_UT_SNTL,330_UT_SNTL,Beaver Divide,SNOTEL,2523.743896484375,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202030105|HUD=16020203|TimeZone=-8.0|actonId=11J46S|shefId=NWZU1|stationTriplet=330:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.09781646728516 40.61233139038086),-111.09781646728516,40.61233139038086,5.0,-27.523809523809526
332_UT_SNTL,332_UT_SNTL,Ben Lomond Peak,SNOTEL,2343.607177734375,"{'county': 'Weber', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201020302|HUD=16020102|TimeZone=-8.0|actonId=11H08S|shefId=BLPU1|stationTriplet=332:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.94405364990234 41.37602996826172),-111.94405364990234,41.37602996826172,43.0,-7.1200000000000045
333_UT_SNTL,333_UT_SNTL,Ben Lomond Trail,SNOTEL,1820.265625,"{'county': 'Weber', 'state': 'Utah', 'site_comments': 'beginDate=6/3/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201020302|HUD=16020102|TimeZone=-8.0|actonId=11H30S|shefId=BLTU1|stationTriplet=333:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.92102813720703 41.382911682128906),-111.92102813720703,41.382911682128906,3.0,9.333333333333336
339_UT_SNTL,339_UT_SNTL,Big Flat,SNOTEL,3154.375244140625,"{'county': 'Beaver', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300070202|HUD=16030007|TimeZone=-8.0|actonId=12L07S|shefId=BGFU1|stationTriplet=339:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-112.35671997070312 38.30183029174805),-112.35671997070312,38.30183029174805,46.0,-11.384615384615387
348_UT_SNTL,348_UT_SNTL,Black Flat-U.M. Ck,SNOTEL,2869.38720703125,"{'county': 'Sevier', 'state': 'Utah', 'site_comments': 'beginDate=6/19/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140700030101|HUD=14070003|TimeZone=-8.0|actonId=11L04S|shefId=BFTU1|stationTriplet=348:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.59764862060547 38.679901123046875),-111.59764862060547,38.679901123046875,6.0,-12.565217391304348
364_UT_SNTL,364_UT_SNTL,Box Creek,SNOTEL,3003.1943359375,"{'county': 'Sevier', 'state': 'Utah', 'site_comments': 'beginDate=8/4/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020106|HUD=16030002|TimeZone=-8.0|actonId=12L04S|shefId=BXCU1|stationTriplet=364:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-112.01856231689453 38.50809097290039),-112.01856231689453,38.50809097290039,19.0,-2.125
366_UT_SNTL,366_UT_SNTL,Brighton,SNOTEL,2671.876708984375,"{'county': 'Salt Lake', 'state': 'Utah', 'site_comments': 'beginDate=9/24/1986 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202040201|HUD=16020204|TimeZone=-8.0|actonId=11J57S|shefId=BRIU1|stationTriplet=366:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.58167266845703 40.599361419677734),-111.58167266845703,40.599361419677734,39.0,-12.479999999999997
